,Unnamed: 0,Application Number,Orig Funding Request,Cmtd Funding Request,Consulting Firm's Name,Consulting Firm's Email,Applicant Type,Applicant City,Applicant State,Orig Discount,Cmtd Discount,Service Type,Function,funding_gap
1014227,1014227,170061576,1532,1532,Csm Consulting Inc.,kfriends@csmcentral.com,School District,ELK GROVE,CA,80 %,80 %,Basic Maintenance Of Internal Connections,Wap,0
1515635,1515635,170065593,4468,4468,Funds For Learning,jharrington@fundsforlearning.com,School District,OAKLAND,CA,85 %,85 %,Internal Connections,"Antennas, Connectors, And Related Components",0
582830,582830,170051829,8023,8023,Csm Consulting Inc.,kfriends@csmcentral.com,School District,COSTA MESA,CA,60 %,60 %,Internal Connections,Switches,0
1534440,1534440,170065593,12074,12074,Funds For Learning,jharrington@fundsforlearning.com,School District,OAKLAND,CA,85 %,85 %,Basic Maintenance Of Internal Connections,"Antennas, Connectors, And Related Components",0
1356104,1356104,170066253,4035,0,Csm Consulting Inc.,kfriends@csmcentral.com,School District,SAN JUAN CAPO,CA,50 %,50 %,Internal Connections,Firewall Service And Components,4035
351348,351348,170047188,10456,10456,Csm Consulting Inc.,kfriends@csmcentral.com,Consortium,LA MIRADA,CA,57 %,57 %,Internet Access And/Or Telecommunications,Transport Only - No Isp Service Included,0
1458259,1458259,170074618,476,0,Csm Consulting Inc.,kfriends@csmcentral.com,School District,SAN FRANCISCO,CA,80 %,80 %,Internal Connections,Wap,476
546542,546542,170064796,1912,1912,Csm Consulting Inc.,kfriends@csmcentral.com,School District,MONROVIA,CA,20 %,20 %,Internal Connections,Switches,0
485435,485435,170058998,11504,11504,Csm Consulting Inc.,kfriends@csmcentral.com,School District,SOUTH PASADENA,CA,40 %,40 %,Internal Connections,Cabling,0
459739,459739,170064063,1267,1167,"Nvls Professional Services, Llc",nancyvls@nvls-erate.com,School District,SAN DIEGO,CA,20 %,20 %,Internet Access And/Or Telecommunications,Internet Access: Isp Service Only,100
1635564,1635564,170073854,27043,27043,Infinity Communications & Consulting,fred.brakeman@infinitycomm.com,School District,KEYES,CA,80 %,80 %,Basic Maintenance Of Internal Connections,Wap,0
910639,910639,170061576,948,948,Csm Consulting Inc.,kfriends@csmcentral.com,School District,ELK GROVE,CA,80 %,80 %,Internal Connections,Cabling,0
787311,787311,170055879,36178,36178,Csm Consulting Inc.,kfriends@csmcentral.com,School District,MODESTO,CA,85 %,85 %,Basic Maintenance Of Internal Connections,Wap,0
1341090,1341090,170066253,84053,0,Csm Consulting Inc.,kfriends@csmcentral.com,School District,SAN JUAN CAPO,CA,50 %,50 %,Internal Connections,Wireless Controller,84053
930247,930247,170061576,13750,13750,Csm Consulting Inc.,kfriends@csmcentral.com,School District,ELK GROVE,CA,80 %,80 %,Internal Connections,Cabling,0
592552,592552,170048326,10676,0,The Miller Institute For Learning With Technology (Dba Learningtech.Org),emiller@learningtech.org,School District,TULARE,CA,85 %,85 %,Internal Connections,Wap,10676
501632,501632,170058608,1876,1876,Csm Consulting Inc.,kfriends@csmcentral.com,School District,W SACRAMENTO,CA,20 %,20 %,Managed Internal Broadband Services,Existing Equipment,0
704412,704412,170054974,44354,44354,Csm Consulting Inc.,kfriends@csmcentral.com,School District,POMONA,CA,85 %,85 %,Internal Connections,Racks,0
471500,471500,170055157,19681,19681,Csm Consulting Inc.,kfriends@csmcentral.com,School District,DOS PALOS,CA,85 %,85 %,Basic Maintenance Of Internal Connections,"Antennas, Connectors, And Related Components",0
200715,200715,170048934,3847,0,Csm Consulting Inc.,kfriends@csmcentral.com,Consortium,LA MIRADA,CA,56 %,56 %,Internet Access And/Or Telecommunications,Lit Fiber Service,3847
544953,544953,170064796,3480,3258,Csm Consulting Inc.,kfriends@csmcentral.com,School District,MONROVIA,CA,20 %,20 %,Basic Maintenance Of Internal Connections,Ups/Battery Backup,222
514972,514972,170052240,35501,31492,Csm Consulting Inc.,kfriends@csmcentral.com,School District,LAWNDALE,CA,85 %,85 %,Internal Connections,Racks,4009
1480352,1480352,170072419,4047,1663,Csm Consulting Inc.,kfriends@csmcentral.com,School District,SAN LEANDRO,CA,80 %,80 %,Internal Connections,Racks,2384
913137,913137,170061576,729,729,Csm Consulting Inc.,kfriends@csmcentral.com,School District,ELK GROVE,CA,80 %,80 %,Internal Connections,Wireless Controller,0
1120638,1120638,170051302,94716,94716,Csm Consulting Inc.,kfriends@csmcentral.com,School District,CLOVIS,CA,60 %,60 %,Basic Maintenance Of Internal Connections,Wireless Controller,0
481985,481985,170050250,32685,32685,Merced County Office Of Education,erate@mcoe.org,School District,WINTON,CA,90 %,90 %,Internal Connections,Switches,0
1312505,1312505,170060899,90933,90933,Csm Consulting Inc.,kfriends@csmcentral.com,School District,LANCASTER,CA,85 %,85 %,Basic Maintenance Of Internal Connections,Racks,0
1212007,1212007,170074621,28756,28756,Csm Consulting Inc.,kfriends@csmcentral.com,School District,SAN FRANCISCO,CA,80 %,80 %,Internal Connections,"Antennas, Connectors, And Related Components",0
645081,645081,170052336,9828,0,Csm Consulting Inc.,kfriends@csmcentral.com,School District,WHITTIER,CA,85 %,85 %,Internal Connections,Wap,9828
1248098,1248098,170064914,34564,34564,Csm Consulting Inc.,kfriends@csmcentral.com,School District,STOCKTON,CA,85 %,85 %,Basic Maintenance Of Internal Connections,"Antennas, Connectors, And Related Components",0
1310333,1310333,170060899,76800,76800,Csm Consulting Inc.,kfriends@csmcentral.com,School District,LANCASTER,CA,85 %,85 %,Internal Connections,Router,0
1355981,1355981,170066253,4035,0,Csm Consulting Inc.,kfriends@csmcentral.com,School District,SAN JUAN CAPO,CA,50 %,50 %,Basic Maintenance Of Internal Connections,Switches,4035
454927,454927,170064063,10146,10146,"Nvls Professional Services, Llc",nancyvls@nvls-erate.com,School District,SAN DIEGO,CA,80 %,80 %,Internet Access And/Or Telecommunications,Transport Only - No Isp Service Included,0
447380,447380,170064063,7648,7648,"Nvls Professional Services, Llc",nancyvls@nvls-erate.com,School District,SAN DIEGO,CA,80 %,80 %,Basic Maintenance Of Internal Connections,Router,0
1048478,1048478,170054220,299374,102407,Mattison Enterprises,loy@surewest.net,School District,SACRAMENTO,CA,80 %,80 %,Internal Connections,Racks,196967
921063,921063,170061576,28876,28876,Csm Consulting Inc.,kfriends@csmcentral.com,School District,ELK GROVE,CA,80 %,80 %,Basic Maintenance Of Internal Connections,Cabling,0
1078930,1078930,170049302,2419,2419,E-Rate Online Llc,msagnella@erateportal.com,School District,CERES,CA,85 %,85 %,Basic Maintenance Of Internal Connections,Cabling,0
1552673,1552673,170065593,14620,0,Funds For Learning,jharrington@fundsforlearning.com,School District,OAKLAND,CA,85 %,85 %,Basic Maintenance Of Internal Connections,Cabling,14620
235660,235660,170051028,6052,6052,Csm Consulting Inc.,kfriends@csmcentral.com,Consortium,LA MIRADA,CA,80 %,80 %,Internet Access And/Or Telecommunications,Self-Provisioning,0
903436,903436,170061576,16500,16500,Csm Consulting Inc.,kfriends@csmcentral.com,School District,ELK GROVE,CA,80 %,80 %,Internal Connections,"Antennas, Connectors, And Related Components",0
1289597,1289597,170064914,14513,14513,Csm Consulting Inc.,kfriends@csmcentral.com,School District,STOCKTON,CA,85 %,85 %,Internal Connections,Switches,0
1462479,1462479,170060914,6292,6292,Csm Consulting Inc.,kfriends@csmcentral.com,School District,SUSANVILLE,CA,85 %,85 %,Internal Connections,Wap,0
897530,897530,170061576,13750,13750,Csm Consulting Inc.,kfriends@csmcentral.com,School District,ELK GROVE,CA,80 %,80 %,Basic Maintenance Of Internal Connections,Wireless Controller,0
1280787,1280787,170064914,37024,37024,Csm Consulting Inc.,kfriends@csmcentral.com,School District,STOCKTON,CA,85 %,85 %,Basic Maintenance Of Internal Connections,Ups/Battery Backup,0
721809,721809,170054974,10866,10866,Csm Consulting Inc.,kfriends@csmcentral.com,School District,POMONA,CA,85 %,85 %,Internet Access And/Or Telecommunications,Lit Fiber Service,0
1252559,1252559,170064914,52716,52716,Csm Consulting Inc.,kfriends@csmcentral.com,School District,STOCKTON,CA,85 %,85 %,Internal Connections,Ups/Battery Backup,0
506091,506091,170058608,63860,60886,Csm Consulting Inc.,kfriends@csmcentral.com,School District,W SACRAMENTO,CA,80 %,80 %,Basic Maintenance Of Internal Connections,Ups/Battery Backup,2974
278021,278021,170081400,12653,12653,Funds For Learning,jharrington@fundsforlearning.com,Consortium,REDWOOD CITY,CA,84 %,84 %,Basic Maintenance Of Internal Connections,Firewall Service And Components,0
538653,538653,170058731,8100,8100,Csm Consulting Inc.,kfriends@csmcentral.com,School District,WINTERS,CA,80 %,80 %,Basic Maintenance Of Internal Connections,"Antennas, Connectors, And Related Components",0
1492604,1492604,170073367,2939,0,David Sonderegger,DWSONDE@COMCAST.NET,School District,MONTEREY,CA,80 %,80 %,Internal Connections,Switches,2939
1531813,1531813,170065593,14521,14521,Funds For Learning,jharrington@fundsforlearning.com,School District,OAKLAND,CA,85 %,85 %,Internal Connections,"Antennas, Connectors, And Related Components",0
1207887,1207887,170074621,7683,7683,Csm Consulting Inc.,kfriends@csmcentral.com,School District,SAN FRANCISCO,CA,80 %,80 %,Internal Connections,Switches,0
1673333,1673333,170077049,46653,46650,Csm Consulting Inc.,kfriends@csmcentral.com,School District,HOLLISTER,CA,80 %,80 %,Basic Maintenance Of Internal Connections,"Antennas, Connectors, And Related Components",3
781959,781959,170064651,8657,8657,Csm Consulting Inc.,kfriends@csmcentral.com,School District,MODESTO,CA,80 %,80 %,Internal Connections,Ups/Battery Backup,0
736531,736531,170054974,33366,33366,Csm Consulting Inc.,kfriends@csmcentral.com,School District,POMONA,CA,85 %,85 %,Internal Connections,Switches,0
412389,412389,170064861,2815,0,Mattison Enterprises,loy@surewest.net,School District,ROSEVILLE,CA,50 %,50 %,Internal Connections,Cabling,2815
1514545,1514545,170065593,4468,4468,Funds For Learning,jharrington@fundsforlearning.com,School District,OAKLAND,CA,85 %,85 %,Internal Connections,Cabling,0
1528337,1528337,170065593,19757,0,Funds For Learning,jharrington@fundsforlearning.com,School District,OAKLAND,CA,85 %,85 %,Internal Connections,Cabling,19757
1632712,1632712,170054540,3123,3123,Csm Consulting Inc.,kfriends@csmcentral.com,School District,WOODLAND,CA,85 %,85 %,Internet Access And/Or Telecommunications,Lit Fiber Service,0
1462840,1462840,170060914,289,193,Csm Consulting Inc.,kfriends@csmcentral.com,School District,SUSANVILLE,CA,85 %,85 %,Internal Connections,Wireless Controller,96
1363945,1363945,170066253,4035,0,Csm Consulting Inc.,kfriends@csmcentral.com,School District,SAN JUAN CAPO,CA,50 %,50 %,Basic Maintenance Of Internal Connections,Firewall Service And Components,4035
1160456,1160456,170075348,75537,75537,Csm Consulting Inc.,kfriends@csmcentral.com,School District,REDDING,CA,80 %,80 %,Internal Connections,Switches,0
438630,438630,170064063,12767,12767,"Nvls Professional Services, Llc",nancyvls@nvls-erate.com,School District,SAN DIEGO,CA,80 %,80 %,Basic Maintenance Of Internal Connections,Caching,0
1349708,1349708,170066253,6726,0,Csm Consulting Inc.,kfriends@csmcentral.com,School District,SAN JUAN CAPO,CA,50 %,50 %,Basic Maintenance Of Internal Connections,Switches,6726
1282488,1282488,170064914,31589,31589,Csm Consulting Inc.,kfriends@csmcentral.com,School District,STOCKTON,CA,85 %,85 %,Internal Connections,Ups/Battery Backup,0
1204904,1204904,170074621,8012,6596,Csm Consulting Inc.,kfriends@csmcentral.com,School District,SAN FRANCISCO,CA,80 %,80 %,Basic Maintenance Of Internal Connections,"Antennas, Connectors, And Related Components",1416
727227,727227,170054974,43721,43721,Csm Consulting Inc.,kfriends@csmcentral.com,School District,POMONA,CA,85 %,85 %,Internal Connections,Cabling,0
1457059,1457059,170074618,542,422,Csm Consulting Inc.,kfriends@csmcentral.com,School District,SAN FRANCISCO,CA,80 %,80 %,Internal Connections,Wap,120
695115,695115,170047995,48347,48347,Csm Consulting Inc.,kfriends@csmcentral.com,School District,PALM SPRINGS,CA,85 %,85 %,Internal Connections,Switches,0
1078091,1078091,170049302,223243,223243,E-Rate Online Llc,msagnella@erateportal.com,School District,PASO ROBLES,CA,80 %,80 %,Basic Maintenance Of Internal Connections,Firewall Service And Components,0
1055954,1055954,170066991,19791,19791,Csm Consulting Inc.,kfriends@csmcentral.com,School District,LAKE ELSINORE,CA,80 %,80 %,Internal Connections,Wap,0
641846,641846,170054913,52650,52650,Csm Consulting Inc.,kfriends@csmcentral.com,School District,WHITTIER,CA,90 %,90 %,Internet Access And/Or Telecommunications,Transport Only - No Isp Service Included,0
1389577,1389577,170066253,17007,0,Rdv Consulting Services,rick.delvalle@yahoo.com,School District,SAN JUAN CAPO,CA,50 %,50 %,Internal Connections,Firewall Service And Components,17007
873080,873080,170061576,4125,4125,Csm Consulting Inc.,kfriends@csmcentral.com,School District,ELK GROVE,CA,80 %,80 %,Internal Connections,Wireless Controller,0
1678210,1678210,170069647,94835,0,The Miller Institute For Learning With Technology (Dba Learningtech.Org),emiller@learningtech.org,School District,LOS ANGELES,CA,50 %,85 %,Internal Connections,Wireless Controller,94835
1041318,1041318,170049290,2408,0,E-Rate Online Llc,msagnella@erateportal.com,School District,SANGER,CA,80 %,80 %,Internal Connections,"Antennas, Connectors, And Related Components",2408
576507,576507,170064796,8975,8975,Csm Consulting Inc.,kfriends@csmcentral.com,School District,MONROVIA,CA,80 %,80 %,Internal Connections,Ups/Battery Backup,0
1215641,1215641,170074621,7683,7683,Csm Consulting Inc.,kfriends@csmcentral.com,School District,SAN FRANCISCO,CA,80 %,80 %,Basic Maintenance Of Internal Connections,Switches,0
1273460,1273460,170064914,43522,43522,Csm Consulting Inc.,kfriends@csmcentral.com,School District,STOCKTON,CA,85 %,85 %,Internal Connections,Switches,0
1282172,1282172,170064914,31589,31589,Csm Consulting Inc.,kfriends@csmcentral.com,School District,STOCKTON,CA,85 %,85 %,Internal Connections,"Antennas, Connectors, And Related Components",0
1448090,1448090,170074618,17760,13111,Csm Consulting Inc.,kfriends@csmcentral.com,School District,SAN FRANCISCO,CA,80 %,80 %,Internal Connections,Wap,4649
895505,895505,170061576,19250,19250,Csm Consulting Inc.,kfriends@csmcentral.com,School District,ELK GROVE,CA,80 %,80 %,Internal Connections,"Antennas, Connectors, And Related Components",0
291223,291223,170081400,12653,12653,Funds For Learning,jharrington@fundsforlearning.com,Consortium,REDWOOD CITY,CA,84 %,84 %,Basic Maintenance Of Internal Connections,Caching,0
436337,436337,170064063,29478,29478,"Nvls Professional Services, Llc",nancyvls@nvls-erate.com,School District,SAN DIEGO,CA,80 %,80 %,Basic Maintenance Of Internal Connections,Caching,0
1483923,1483923,170066634,538,0,"Nvls Professional Services, Llc",nancyvls@nvls-erate.com,School District,SAN MARCOS,CA,50 %,60 %,Basic Maintenance Of Internal Connections,Switches,538
1385662,1385662,170066253,17007,0,Csm Consulting Inc.,kfriends@csmcentral.com,School District,SAN JUAN CAPO,CA,50 %,50 %,Internal Connections,Ups/Battery Backup,17007
526473,526473,170054726,27052,27052,Csm Consulting Inc.,kfriends@csmcentral.com,School District,ADELANTO,CA,85 %,85 %,Managed Internal Broadband Services,Leased Equipment,0
978462,978462,170061576,656,656,Csm Consulting Inc.,kfriends@csmcentral.com,School District,ELK GROVE,CA,80 %,80 %,Internal Connections,Wap,0
502005,502005,170058608,93064,90638,Csm Consulting Inc.,kfriends@csmcentral.com,School District,W SACRAMENTO,CA,80 %,80 %,Basic Maintenance Of Internal Connections,Ups/Battery Backup,2426
561889,561889,170064796,63291,63291,Csm Consulting Inc.,kfriends@csmcentral.com,School District,MONROVIA,CA,80 %,80 %,Internal Connections,Switches,0
1702600,1702600,170057145,24119,20074,The Miller Institute For Learning With Technology (Dba Learningtech.Org),emiller@learningtech.org,School District,RICHMOND,CA,85 %,85 %,Internal Connections,"Antennas, Connectors, And Related Components",4045
1585851,1585851,170072577,133400,133142,Csm Consulting Inc.,kfriends@csmcentral.com,School District,PERRIS,CA,85 %,85 %,Basic Maintenance Of Internal Connections,Switches,258
1316601,1316601,170060899,82613,82613,Csm Consulting Inc.,kfriends@csmcentral.com,School District,LANCASTER,CA,85 %,85 %,Basic Maintenance Of Internal Connections,Router,0
1608433,1608433,170059275,53350,53350,Merced County Office Of Education,erate@mcoe.org,School District,MERCED,CA,90 %,90 %,Internal Connections,Switches,0
1687448,1687448,170069594,243722,243722,Infinity Communications & Consulting,fred.brakeman@infinitycomm.com,School District,STOCKTON,CA,80 %,80 %,Internet Access And/Or Telecommunications,Transport Only - No Isp Service Included,0
1406696,1406696,170066253,17007,0,Csm Consulting Inc.,kfriends@csmcentral.com,School District,SAN JUAN CAPO,CA,50 %,50 %,Internal Connections,Wap,17007
1703534,1703534,170061077,75530,75530,Csm Consulting Inc.,kfriends@csmcentral.com,School District,SOLEDAD,CA,85 %,85 %,Internal Connections,"Antennas, Connectors, And Related Components",0
453975,453975,170064063,14205,0,"Nvls Professional Services, Llc",nancyvls@nvls-erate.com,School District,SAN DIEGO,CA,80 %,80 %,Basic Maintenance Of Internal Connections,Router,14205
